Base_HR,Base_EDA,HR,EDA,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,EDA_difference,HR_difference,Trust_level
73.62,0.23,90.2,0.1,0.3909371,0.0037972,0.6302223,0.0189492,0.003293081,0.005903675,0.03265291,-0.13,16.58,Gradual_distrust
73.62,0.23,90.22,0.12,0.3845635,0.003733685,0.6346,0.02048844,0.003257555,0.005664474,0.03163239,-0.11,16.6,Gradual_distrust
73.62,0.23,90.2,0.11,0.3781899,0.003670169,0.6389777,0.02202769,0.003222029,0.005425273,0.03061187,-0.12,16.58,Gradual_distrust
73.62,0.23,90.27,0.11,0.3662463,0.003658011,0.644901,0.02811041,0.003184025,0.004909278,0.02829836,-0.12,16.65,Gradual_distrust
73.62,0.23,90.32,0.11,0.3486866,0.003690284,0.6573471,0.03654296,0.003086233,0.00456403,0.02688355,-0.12,16.7,Gradual_distrust
73.62,0.23,90.4,0.11,0.3371664,0.003752779,0.6659083,0.04011779,0.003010686,0.00446891,0.02639739,-0.12,16.78,Gradual_distrust
73.62,0.23,90.48,0.11,0.3310172,0.003796744,0.6703762,0.04150699,0.002971844,0.004476072,0.02619515,-0.12,16.86,Gradual_distrust
73.62,0.23,90.57,0.11,0.3248679,0.00384071,0.6748441,0.0428962,0.002933002,0.004483234,0.0259929,-0.12,16.95,Gradual_distrust
73.62,0.23,90.65,0.11,0.3138379,0.003749405,0.6823504,0.04441776,0.002843557,0.00436902,0.02584718,-0.12,17.03,Gradual_distrust
73.62,0.23,90.77,0.1,0.2945846,0.003506495,0.6977043,0.04200343,0.002692322,0.004058645,0.02669493,-0.13,17.15,Gradual_distrust
73.62,0.23,90.92,0.1,0.2918507,0.003764663,0.7016019,0.03952928,0.002716573,0.004038491,0.02792965,-0.13,17.3,Gradual_distrust
73.62,0.23,91.05,0.1,0.2891168,0.00402283,0.7054996,0.03705512,0.002740825,0.004018337,0.02916436,-0.13,17.43,Gradual_distrust
73.62,0.23,91.18,0.09,0.2850989,0.004147605,0.7087675,0.03605569,0.002716304,0.004310579,0.02994327,-0.14,17.56,Gradual_distrust
73.62,0.23,91.38,0.11,0.281081,0.004272379,0.7120355,0.03505626,0.002691783,0.00460282,0.03072218,-0.12,17.76,Gradual_distrust
73.62,0.23,91.62,0.11,0.2746838,0.004537333,0.7154509,0.03567532,0.00264663,0.005143809,0.03177938,-0.12,18,Gradual_distrust
73.62,0.23,91.85,0.11,0.2628352,0.004772845,0.7218215,0.04028813,0.002466761,0.005688036,0.03373447,-0.12,18.23,Gradual_distrust
73.62,0.23,92.13,0.1,0.4413728,0.00432014,0.7494417,0.0213214,0.000030364,0.0020717,0.02512491,-0.13,18.51,Gradual_distrust
73.62,0.23,92.52,0.1,0.4413939,0.004940801,0.7280347,0.02049557,0.000746984,0.002618844,0.02552552,-0.13,18.9,Gradual_distrust
73.62,0.23,92.88,0.11,0.441415,0.005561462,0.7066277,0.01966975,0.001463603,0.003165988,0.02592613,-0.12,19.26,Gradual_distrust
73.62,0.23,93.18,0.11,0.4473434,0.006456252,0.6659479,0.01785113,0.002574078,0.003954991,0.02879321,-0.12,19.56,Gradual_distrust
73.62,0.23,93.47,0.12,0.4462618,0.006640857,0.6533175,0.01659532,0.003502933,0.004120559,0.03207734,-0.11,19.85,Gradual_distrust
73.62,0.23,93.7,0.11,0.4444823,0.007219838,0.6439618,0.01539283,0.004659786,0.004243965,0.03620794,-0.12,20.08,Gradual_distrust
73.62,0.23,93.85,0.13,0.4433441,0.008382113,0.634812,0.01469282,0.005597541,0.004401351,0.03946058,-0.1,20.23,Gradual_distrust
73.62,0.23,93.93,0.12,0.4423815,0.01051353,0.6199591,0.01421795,0.006971503,0.004609414,0.04255255,-0.11,20.31,Gradual_distrust
73.62,0.23,88,0.1,0.4951941,0.01250552,0.5819687,0.01499504,0.00893756,0.005007399,0.04477978,-0.13,14.38,Gradual_distrust
73.62,0.23,87.73,0.1,0.5421663,0.01679826,0.5380176,0.01535905,0.0110112,0.006376622,0.04783239,-0.13,14.11,Gradual_distrust
73.62,0.23,87.47,0.1,0.5891385,0.021091,0.4940665,0.01572307,0.01308484,0.007745848,0.05088501,-0.13,13.85,Gradual_distrust
73.62,0.23,87.18,0.09,0.641833,0.02926394,0.4365099,0.01597218,0.0155248,0.009837947,0.06521116,-0.14,13.56,Gradual_distrust
73.62,0.23,86.88,0.09,0.6615914,0.03316864,0.4136401,0.01605714,0.01657696,0.01072699,0.07275408,-0.14,13.26,Gradual_distrust
73.62,0.23,86.53,0.1,0.68322,0.03854869,0.3876214,0.01621525,0.01806108,0.01198252,0.08308048,-0.13,12.91,Gradual_distrust
73.62,0.23,86.13,0.1,0.6979208,0.04397502,0.3674952,0.01697438,0.01940249,0.01290786,0.09272121,-0.13,12.51,Gradual_distrust
73.62,0.23,85.73,0.1,0.7008661,0.04658037,0.3611955,0.01733818,0.01997058,0.0132877,0.09675229,-0.13,12.11,Gradual_distrust
73.62,0.23,85.35,0.1,0.6959318,0.05983789,0.351503,0.01378088,0.01991879,0.01041284,0.07604886,-0.13,11.73,Gradual_distrust
73.62,0.23,84.93,0.1,0.6909975,0.07309541,0.3418106,0.01022359,0.019867,0.007537988,0.05534543,-0.13,11.31,Gradual_distrust
73.62,0.23,84.52,0.09,0.6882945,0.07565105,0.3347377,0.0134271,0.02090085,0.009379561,0.0557271,-0.14,10.9,Gradual_distrust
73.62,0.23,84.1,0.1,0.6855915,0.0782067,0.3276647,0.01663061,0.02193469,0.01122114,0.05610877,-0.13,10.48,Gradual_distrust
73.62,0.23,83.63,0.1,0.6828884,0.08076234,0.3205918,0.01983413,0.02296854,0.01306271,0.05649043,-0.13,10.01,Gradual_distrust
73.62,0.23,83.07,0.1,0.6737268,0.08288451,0.3223839,0.02699983,0.02423853,0.01432447,0.05791542,-0.13,9.45,Gradual_distrust
73.62,0.23,82.53,0.1,0.6775139,0.07828595,0.3266081,0.03004442,0.02347042,0.01290238,0.07439566,-0.13,8.91,Gradual_distrust
73.62,0.23,82.03,0.1,0.681301,0.07368738,0.3308323,0.033089,0.02270231,0.01148029,0.09087591,-0.13,8.41,Gradual_distrust
73.62,0.23,81.58,0.1,0.6521372,0.0572627,0.341565,0.03138144,0.0200383,0.01219573,0.085161,-0.13,7.96,Gradual_distrust
73.62,0.23,81.17,0.12,0.6556986,0.05168727,0.3323015,0.03212568,0.01995742,0.01154358,0.09229097,-0.11,7.55,Gradual_distrust
73.62,0.23,80.77,0.13,0.65926,0.04611184,0.3230379,0.03286992,0.01987654,0.01089143,0.09942094,-0.1,7.15,Gradual_distrust
73.62,0.23,80.43,0.1,0.6741435,0.03937082,0.3068432,0.03558194,0.02077031,0.01242584,0.09434687,-0.13,6.81,Gradual_distrust
73.62,0.23,80.12,0.1,0.6810519,0.03596804,0.3008873,0.03623801,0.02129149,0.01283842,0.08780538,-0.13,6.5,Gradual_distrust
73.62,0.23,79.75,0.1,0.6879603,0.03256525,0.2949314,0.03689408,0.02181268,0.01325099,0.08126388,-0.13,6.13,Gradual_distrust
73.62,0.23,79.5,0.1,0.6955913,0.02957048,0.2891411,0.03677566,0.0225699,0.0139738,0.07400344,-0.13,5.88,Gradual_distrust
73.62,0.23,79.3,0.09,0.7046157,0.02734391,0.2833027,0.03694686,0.02340964,0.01510123,0.06686673,-0.14,5.68,Gradual_distrust
73.62,0.23,79.08,0.08,0.7162132,0.0256853,0.2774849,0.0383408,0.02408256,0.0157921,0.05966869,-0.15,5.46,Gradual_distrust
73.62,0.23,78.92,0.1,0.7263721,0.02412191,0.2742498,0.039636,0.02435473,0.01612126,0.05345261,-0.13,5.3,Gradual_distrust
73.62,0.23,78.78,0.09,0.737399,0.02232942,0.2726865,0.04091809,0.02437734,0.01602097,0.04598397,-0.14,5.16,Gradual_distrust
73.62,0.23,78.65,0.09,0.7417533,0.02167016,0.2719983,0.0424214,0.02417805,0.01603379,0.04102247,-0.14,5.03,Gradual_distrust
73.62,0.23,78.52,0.11,0.7437605,0.02080962,0.2735317,0.04273773,0.02381967,0.01600399,0.03661854,-0.12,4.9,Gradual_distrust
73.62,0.23,78.28,0.11,0.7389983,0.01958962,0.2832921,0.0418133,0.02322276,0.01538481,0.03266517,-0.12,4.66,Gradual_distrust
73.62,0.23,77.98,0.1,0.7333442,0.01832462,0.293551,0.040352,0.02256722,0.01465638,0.02926185,-0.13,4.36,Gradual_distrust
73.62,0.23,77.67,0.1,0.7208861,0.0163069,0.3132893,0.036472,0.02173338,0.01351566,0.02483648,-0.13,4.05,Gradual_distrust
73.62,0.23,77.42,0.11,0.7167051,0.01571041,0.3201492,0.03478593,0.0214184,0.01343416,0.02345887,-0.12,3.8,Gradual_distrust
73.62,0.23,77.15,0.1,0.7125242,0.01511392,0.3270091,0.03309986,0.02110342,0.01335267,0.02208125,-0.13,3.53,Gradual_distrust
73.62,0.23,76.9,0.11,0.6902599,0.01373316,0.3457558,0.02890178,0.02003972,0.01268539,0.02045873,-0.12,3.28,Gradual_distrust
73.62,0.23,76.63,0.11,0.6543682,0.01300536,0.3654029,0.02468119,0.01878999,0.01196899,0.03529284,-0.12,3.01,Gradual_distrust
73.62,0.23,76.38,0.12,0.6309213,0.01237693,0.380132,0.02262628,0.01796582,0.01287266,0.04229569,-0.11,2.76,Gradual_distrust
73.62,0.23,76.17,0.12,0.6083574,0.0120749,0.3968296,0.02101339,0.01722931,0.01415697,0.04483627,-0.11,2.55,Gradual_distrust
73.62,0.23,76.03,0.12,0.5953215,0.01161819,0.4080191,0.01991733,0.01687893,0.01389341,0.04430192,-0.11,2.41,Gradual_distrust
73.62,0.23,75.92,0.11,0.5822856,0.01116148,0.4192086,0.01882127,0.01652855,0.01362984,0.04376756,-0.12,2.3,Gradual_distrust
82.29,0.97,92,0.65,0.7459479,0.04889233,0.04793971,0.4517626,0.02387197,0.005807074,0.008125002,-0.32,9.71,Gradual_trust
82.29,0.97,92.52,0.64,0.8188388,0.03579926,0.05202835,0.3000831,0.02218335,0.01023799,0.01520738,-0.33,10.23,Gradual_trust
82.29,0.97,93.02,0.64,0.8448176,0.03214049,0.06225213,0.2398932,0.02170387,0.0145735,0.02638991,-0.33,10.73,Gradual_trust
82.29,0.97,93.53,0.59,0.8574239,0.02707268,0.0736258,0.2049551,0.02446294,0.02192833,0.02586454,-0.38,11.24,Gradual_trust
82.29,0.97,93.93,0.59,0.8569754,0.02558259,0.08203764,0.201784,0.02588081,0.02289609,0.02599207,-0.38,11.64,Gradual_trust
82.29,0.97,94.23,0.6,0.8454776,0.02554877,0.09317627,0.1949241,0.02745873,0.02449952,0.02675992,-0.37,11.94,Gradual_trust
82.29,0.97,94.45,0.63,0.8345231,0.02458557,0.1011626,0.1977784,0.02865449,0.02457175,0.02618045,-0.34,12.16,Gradual_trust
82.29,0.97,94.75,0.64,0.8215538,0.02291757,0.1049981,0.2105747,0.02962872,0.02308139,0.02468185,-0.33,12.46,Gradual_trust
82.29,0.97,94.9,0.64,0.8096594,0.02098172,0.1062436,0.2303212,0.03078233,0.0211253,0.02280268,-0.33,12.61,Gradual_trust
82.29,0.97,95.07,0.63,0.8009158,0.01911007,0.1066621,0.2470509,0.03196403,0.01910657,0.02072996,-0.34,12.78,Gradual_trust
82.29,0.97,95.32,0.63,0.797785,0.01753337,0.1042997,0.2560468,0.0329951,0.01696616,0.01864385,-0.34,13.03,Gradual_trust
82.29,0.97,95.6,0.63,0.7986498,0.01656813,0.1026648,0.2564721,0.03424947,0.01560844,0.01732299,-0.34,13.31,Gradual_trust
82.29,0.97,95.82,0.63,0.7983031,0.01566035,0.1041308,0.2467599,0.03469718,0.01441974,0.01693128,-0.34,13.53,Gradual_trust
82.29,0.97,96.05,0.63,0.7979563,0.01475258,0.1055968,0.2370477,0.03514488,0.01323103,0.01653957,-0.34,13.76,Gradual_trust
82.29,0.97,96.32,0.62,0.7935926,0.01340872,0.1111436,0.2161842,0.03484103,0.01118311,0.01634527,-0.35,14.03,Gradual_trust
82.29,0.97,96.65,0.62,0.7857852,0.01216002,0.1113938,0.2017292,0.03459705,0.009600714,0.01618274,-0.35,14.36,Gradual_trust
82.29,0.97,96.9,0.62,0.7818086,0.01178773,0.1107143,0.1962528,0.03462787,0.008929281,0.01582145,-0.35,14.61,Gradual_trust
82.29,0.97,97.17,0.62,0.7785687,0.01124051,0.1094393,0.1860134,0.03464781,0.008099299,0.01555946,-0.35,14.88,Gradual_trust
82.29,0.97,97.48,0.61,0.7776005,0.01078664,0.1084023,0.1735073,0.03437149,0.007408058,0.01544579,-0.36,15.19,Gradual_trust
82.29,0.97,97.83,0.6,0.7762349,0.01059804,0.1088486,0.1604442,0.03407292,0.007016135,0.01583764,-0.37,15.54,Gradual_trust
82.29,0.97,98.17,0.6,0.7726356,0.01039091,0.1116169,0.1471652,0.03346144,0.006679627,0.01671204,-0.37,15.88,Gradual_trust
82.29,0.97,98.45,0.6,0.7594422,0.009661083,0.1241983,0.1297758,0.0318171,0.006176896,0.02081175,-0.37,16.16,Gradual_trust
82.29,0.97,98.67,0.59,0.7522117,0.009602236,0.130018,0.123169,0.03105362,0.006025734,0.02213047,-0.38,16.38,Gradual_trust
82.29,0.97,98.77,0.6,0.7444904,0.009751013,0.1353406,0.1180422,0.03034141,0.006005278,0.0234996,-0.37,16.48,Gradual_trust
82.29,0.97,98.9,0.62,0.7368867,0.009760535,0.1419768,0.1136037,0.02995158,0.005996739,0.02394782,-0.35,16.61,Gradual_trust
82.29,0.97,99.07,0.64,0.729283,0.009770058,0.1486129,0.1091653,0.02956175,0.005988201,0.02439604,-0.33,16.78,Gradual_trust
82.29,0.97,99.22,0.65,0.7182599,0.01017904,0.1578359,0.105584,0.02887311,0.006202003,0.02575626,-0.32,16.93,Gradual_trust
82.29,0.97,99.38,0.65,0.6979318,0.0117527,0.1757222,0.09938541,0.02953099,0.00678255,0.02680434,-0.32,17.09,Gradual_trust
82.29,0.97,99.68,0.64,0.6927434,0.01243566,0.1794275,0.09612641,0.02985823,0.007201047,0.0278343,-0.33,17.39,Gradual_trust
82.29,0.97,99.98,0.63,0.6875551,0.01311861,0.1831329,0.09286742,0.03018546,0.007619543,0.02886426,-0.34,17.69,Gradual_trust
82.29,0.97,100.27,0.63,0.6815874,0.01393781,0.1889428,0.08890759,0.03029748,0.008273348,0.03088761,-0.34,17.98,Gradual_trust
82.29,0.97,100.57,0.68,0.6737413,0.01940832,0.1936907,0.08846494,0.02894276,0.008950538,0.03429622,-0.29,18.28,Gradual_trust
82.29,0.97,100.85,0.68,0.6695111,0.02002005,0.1999421,0.09411305,0.02785696,0.008907354,0.03479706,-0.29,18.56,Gradual_trust
82.29,0.97,101.13,0.68,0.6667845,0.01786359,0.2156726,0.1121115,0.02757106,0.008273745,0.03862268,-0.29,18.84,Gradual_trust
82.29,0.97,101.37,0.69,0.6679273,0.01724461,0.2215829,0.113449,0.02798383,0.008074202,0.04004368,-0.28,19.08,Gradual_trust
82.29,0.97,101.58,0.73,0.6690701,0.01662564,0.2274933,0.1147865,0.0283966,0.007874658,0.04146468,-0.24,19.29,Gradual_trust
82.29,0.97,101.8,0.68,0.6804912,0.01485891,0.2348417,0.108196,0.03031611,0.007354962,0.04966264,-0.29,19.51,Gradual_trust
82.29,0.97,101.92,0.65,0.6896221,0.01417674,0.2367131,0.1032262,0.03253967,0.007330809,0.05236198,-0.32,19.63,Gradual_trust
82.29,0.97,101.97,0.63,0.7016814,0.01403587,0.2357064,0.09838884,0.03512694,0.00757899,0.05340844,-0.34,19.68,Gradual_trust
82.29,0.97,102.03,0.76,0.7153534,0.0141123,0.2327138,0.09307618,0.03861893,0.00809534,0.05312609,-0.21,19.74,Gradual_trust
82.29,0.97,118.12,0.56,0.7363634,0.01419032,0.2259818,0.08684719,0.04250649,0.009093799,0.05130431,-0.41,35.83,Gradual_trust
82.29,0.97,118.5,0.57,0.7519997,0.01476435,0.2201217,0.08204264,0.04650646,0.01002387,0.0504627,-0.4,36.21,Gradual_trust
82.29,0.97,118.75,0.58,0.7658651,0.01521458,0.2144349,0.07810445,0.05051425,0.01111721,0.04987847,-0.39,36.46,Gradual_trust
82.29,0.97,118.93,0.58,0.7787645,0.01542665,0.2082377,0.07467459,0.05354887,0.01243216,0.04929411,-0.39,36.64,Gradual_trust
82.29,0.97,119.07,0.58,0.7845452,0.01554192,0.2053307,0.07317162,0.05512742,0.01306708,0.04889008,-0.39,36.78,Gradual_trust
82.29,0.97,119.3,0.57,0.7953287,0.01665635,0.2017394,0.067164,0.06249963,0.01571305,0.05083274,-0.4,37.01,Gradual_trust
82.29,0.97,119.42,0.56,0.7981385,0.01717638,0.1995614,0.06554358,0.06534129,0.01657501,0.05252638,-0.41,37.13,Gradual_trust
82.29,0.97,119.42,0.56,0.8025336,0.01782792,0.1951675,0.0638935,0.06832941,0.01729122,0.05434516,-0.41,37.13,Gradual_trust
82.29,0.97,119.33,0.55,0.8053225,0.01820753,0.1919466,0.06261449,0.06952161,0.01750793,0.05431489,-0.42,37.04,Gradual_trust
82.29,0.97,119.23,0.55,0.8081115,0.01858713,0.1887256,0.06133547,0.07071382,0.01772465,0.05428461,-0.42,36.94,Gradual_trust
82.29,0.97,119.13,0.54,0.8105247,0.01914795,0.184395,0.06030687,0.07133549,0.01782733,0.05333257,-0.43,36.84,Gradual_trust
82.29,0.97,118.98,0.54,0.8092055,0.01910351,0.1738123,0.06422986,0.07027087,0.01683027,0.0502032,-0.43,36.69,Gradual_trust
82.29,0.97,118.73,0.54,0.807731,0.0187267,0.1711465,0.06654251,0.06906775,0.01657593,0.05039807,-0.43,36.44,Gradual_trust
82.29,0.97,118.45,0.54,0.8062565,0.0183499,0.1684807,0.06885516,0.06786463,0.01632159,0.05059295,-0.43,36.16,Gradual_trust
82.29,0.97,118.2,0.54,0.7980995,0.01768541,0.1714089,0.07075302,0.06582564,0.01648414,0.05276385,-0.43,35.91,Gradual_trust
82.29,0.97,117.95,0.54,0.7832264,0.01586784,0.1753596,0.07290802,0.0619163,0.01632882,0.05790913,-0.43,35.66,Gradual_trust
82.29,0.97,117.7,0.53,0.7826113,0.014785,0.170767,0.0754788,0.05868748,0.01639877,0.06326362,-0.44,35.41,Gradual_trust
82.29,0.97,117.42,0.53,0.7819963,0.01370217,0.1661745,0.07804958,0.05545866,0.01646871,0.06861811,-0.44,35.13,Gradual_trust
82.29,0.97,117.05,0.52,0.775982,0.0135685,0.1693796,0.07786292,0.05303,0.01772103,0.07142501,-0.45,34.76,Gradual_trust
82.29,0.97,116.63,0.52,0.7699677,0.01343484,0.1725848,0.07767625,0.05060133,0.01897335,0.07423189,-0.45,34.34,Gradual_trust
82.29,0.97,116.23,0.53,0.770717,0.01338109,0.1734292,0.08443734,0.04836993,0.01927918,0.07485751,-0.44,33.94,Gradual_trust
82.29,0.97,115.8,0.5,0.7636464,0.01329765,0.1747684,0.09021863,0.04670272,0.01894507,0.07654139,-0.47,33.51,Gradual_trust
82.29,0.97,115.37,0.51,0.7565759,0.0132142,0.1761075,0.09599993,0.0450355,0.01861097,0.07822527,-0.46,33.08,Gradual_trust
82.29,0.97,114.9,0.51,0.7457012,0.01315245,0.1784197,0.1088814,0.0429018,0.01818658,0.07346132,-0.46,32.61,Gradual_trust
82.29,0.97,114.4,0.5,0.7473509,0.01333595,0.1764911,0.1069061,0.04337752,0.01887971,0.06770613,-0.47,32.11,Gradual_trust
82.29,0.97,113.88,0.5,0.7490006,0.01351946,0.1745625,0.1049308,0.04385325,0.01957283,0.06195094,-0.47,31.59,Gradual_trust
82.29,0.97,113.3,0.49,0.7506622,0.01351042,0.1709049,0.1005792,0.04424564,0.01969593,0.05735033,-0.48,31.01,Gradual_trust
82.29,0.97,112.75,0.49,0.7523239,0.01350137,0.1672473,0.09622756,0.04463803,0.01981904,0.05274972,-0.48,30.46,Gradual_trust
82.29,0.97,112.22,0.49,0.7558219,0.01350269,0.1639331,0.08906577,0.04582221,0.01985158,0.04719759,-0.48,29.93,Gradual_trust
82.29,0.97,111.68,0.49,0.7478888,0.02106787,0.1534954,0.0770077,0.04878462,0.01835591,0.03790884,-0.48,29.39,Gradual_trust
82.29,0.97,111.15,0.49,0.7087657,0.06906908,0.1959033,0.1041843,0.038453,0.02988077,0.05020804,-0.48,28.86,Gradual_trust
82.29,0.97,110.6,0.48,0.665813,0.07436976,0.2318032,0.1019259,0.04354609,0.02745247,0.07123432,-0.49,28.31,Gradual_trust
82.29,0.97,110.03,0.48,0.6228604,0.07967042,0.2677031,0.09966749,0.04863918,0.02502417,0.09226057,-0.49,27.74,Gradual_trust
82.29,0.97,109.47,0.48,0.6467239,0.06862375,0.2500435,0.09450569,0.04408292,0.02359172,0.08045965,-0.49,27.18,Gradual_trust
82.29,0.97,108.9,0.47,0.6705875,0.05757709,0.2323838,0.08934389,0.03952666,0.02215926,0.06865875,-0.5,26.61,Gradual_trust
82.29,0.97,108.47,0.47,0.6812722,0.0502317,0.2272174,0.08226404,0.03676283,0.0200309,0.06151624,-0.5,26.18,Gradual_trust
82.29,0.97,108,0.47,0.691957,0.04288631,0.222051,0.07518418,0.03399899,0.01790254,0.05437373,-0.5,25.71,Gradual_trust
82.29,0.97,107.48,0.48,0.7079622,0.03447077,0.2127644,0.06511655,0.02988292,0.01511583,0.04525996,-0.49,25.19,Gradual_trust
82.29,0.97,106.92,0.49,0.7229076,0.02777285,0.205293,0.06190246,0.02631773,0.01269539,0.0368081,-0.48,24.63,Gradual_trust
82.29,0.97,106.4,0.48,0.728703,0.02514611,0.2031752,0.06198749,0.02475757,0.01166645,0.03316754,-0.49,24.11,Gradual_trust
82.29,0.97,94.78,0.33,0.7411823,0.03980536,0.200763,0.05629924,0.02438278,0.01147641,0.0344548,-0.64,12.49,Gradual_trust
82.29,0.97,94.08,0.33,0.5789143,0.2021673,0.2335287,0.1416946,0.03583317,0.02512026,0.09956218,-0.64,11.79,Gradual_trust
82.29,0.97,93.4,0.32,0.5589178,0.1889614,0.2525811,0.1389476,0.04229236,0.03237253,0.1036216,-0.65,11.11,Gradual_trust
82.29,0.97,92.72,0.26,0.5389214,0.1757555,0.2716336,0.1362006,0.04875157,0.03962481,0.107681,-0.71,10.43,Gradual_trust
82.29,0.97,92.03,0.29,0.3734058,0.2827771,0.4024868,0.03031803,0.01189402,0.008809219,0.02479915,-0.68,9.74,Gradual_trust
82.29,0.97,91.32,0.31,0.3763038,0.249155,0.3903911,0.1019107,0.02835457,0.006285138,0.05172909,-0.66,9.03,Gradual_trust
82.29,0.97,90.62,0.31,0.3811917,0.102935,0.5038425,0.06773522,0.05697392,0.05411062,0.06135586,-0.66,8.33,Gradual_trust
82.29,0.97,89.9,0.31,0.3783923,0.1390066,0.484293,0.05942574,0.05038557,0.04740431,0.05402269,-0.66,7.61,Gradual_trust
82.29,0.97,89.17,0.31,0.3755929,0.1750784,0.4647436,0.05111624,0.04379722,0.040698,0.04668951,-0.66,6.88,Gradual_trust
82.29,0.97,88.45,0.31,0.3774641,0.1511144,0.4662323,0.09732404,0.03987953,0.04760519,0.03922309,-0.66,6.16,Gradual_trust
82.29,0.97,87.73,0.31,0.3793352,0.1271505,0.467721,0.1435318,0.03596185,0.05451237,0.03175668,-0.66,5.44,Gradual_trust
82.29,0.97,87.13,0.3,0.3839421,0.1072516,0.406173,0.1425009,0.02967493,0.1387651,0.02620492,-0.67,4.84,Gradual_trust
82.29,0.97,86.47,0.28,0.3885489,0.08735267,0.344625,0.1414701,0.02338802,0.2230178,0.02065316,-0.69,4.18,Gradual_trust
82.29,0.97,85.78,0.28,0.4378044,0.0787167,0.3041925,0.1404401,0.02379117,0.2271727,0.02762891,-0.69,3.49,Gradual_trust
82.29,0.97,85.08,0.29,0.460025,0.06890261,0.2820215,0.1468175,0.0345009,0.2286247,0.02741141,-0.68,2.79,Gradual_trust
82.29,0.97,84.4,0.29,0.4822454,0.05908852,0.2598504,0.1531949,0.04521062,0.2300767,0.02719391,-0.68,2.11,Gradual_trust
82.29,0.97,83.75,0.27,0.4281783,0.04031014,0.222254,0.2267987,0.03084265,0.3323336,0.01855166,-0.7,1.46,Gradual_trust
82.29,0.97,83,0.28,0.4145487,0.03638104,0.252573,0.1947772,0.0265734,0.294823,0.01943986,-0.69,0.71,Gradual_trust
82.29,0.97,82.27,0.28,0.400919,0.03245194,0.2828919,0.1627557,0.02230416,0.2573124,0.02032806,-0.69,-0.02,Gradual_trust
82.29,0.97,81.6,0.29,0.3701165,0.04515554,0.3474101,0.1397022,0.02291909,0.2253609,0.02729991,-0.68,-0.69,Gradual_trust
82.29,0.97,80.95,0.29,0.3393139,0.05785916,0.4119285,0.1166486,0.02353402,0.1934094,0.03427178,-0.68,-1.34,Gradual_trust
82.29,0.97,80.27,0.28,0.277706,0.08939473,0.1562229,0.2351149,0.01579863,0.1072799,0.4500161,-0.69,-2.02,Gradual_trust
82.29,0.97,79.58,0.28,0.3710738,0.07589107,0.1393549,0.2012462,0.02276105,0.09017932,0.3793077,-0.69,-2.71,Gradual_trust
82.29,0.97,78.92,0.28,0.4644414,0.06238743,0.1224869,0.1673776,0.02972346,0.07307872,0.3085995,-0.69,-3.37,Gradual_trust
82.29,0.97,78.28,0.27,0.5248968,0.05936483,0.113895,0.1472741,0.04241887,0.06302881,0.2652394,-0.7,-4.01,Gradual_trust
82.29,0.97,77.87,0.27,0.5853522,0.05634223,0.1053032,0.1271707,0.05511429,0.05297891,0.2218792,-0.7,-4.42,Gradual_trust
82.29,0.97,77.42,0.28,0.6431035,0.05173717,0.0950852,0.1098604,0.06378777,0.04432024,0.1761952,-0.69,-4.87,Gradual_trust
82.29,0.97,76.93,0.28,0.6593581,0.05041024,0.09227228,0.1049771,0.06616978,0.04210597,0.1636712,-0.69,-5.36,Gradual_trust
82.29,0.97,76.48,0.29,0.6883608,0.04736771,0.0880846,0.0966092,0.06944819,0.03812235,0.1406159,-0.68,-5.81,Gradual_trust
82.29,0.97,76.03,0.31,0.7189615,0.04059884,0.08597896,0.0796574,0.0726326,0.03025518,0.1032722,-0.66,-6.26,Gradual_trust
82.29,0.97,75.58,0.3,0.7268677,0.03862746,0.0851105,0.07555835,0.0729235,0.02817936,0.09395948,-0.67,-6.71,Gradual_trust
82.29,0.97,75.03,0.3,0.7347738,0.03665607,0.08424204,0.07145929,0.07321438,0.02610354,0.08464676,-0.67,-7.26,Gradual_trust
82.29,0.97,74.55,0.3,0.5562311,0.08599929,0.1620983,0.1353446,0.023551,0.01448845,0.02553663,-0.67,-7.74,Gradual_trust
82.29,0.97,74.03,0.27,0.5603294,0.0779928,0.1689985,0.1271477,0.02030396,0.01446411,0.02262975,-0.7,-8.26,Gradual_trust
82.29,0.97,73.47,0.28,0.5570993,0.0818291,0.1757033,0.1236401,0.01884061,0.01427613,0.02137194,-0.69,-8.82,Gradual_trust
82.29,0.97,72.98,0.26,0.5538692,0.0856654,0.1824081,0.1201326,0.01737726,0.01408815,0.02011414,-0.71,-9.31,Gradual_trust
82.29,0.97,72.7,0.24,0.5506392,0.08950171,0.1891129,0.116625,0.01591391,0.01390016,0.01885633,-0.73,-9.59,Gradual_trust
82.29,0.97,72.47,0.25,0.5499581,0.09585589,0.1920739,0.1125089,0.01502951,0.01330127,0.01781267,-0.72,-9.82,Gradual_trust
82.29,0.97,72.47,0.25,0.5623815,0.09280469,0.2079769,0.1242265,0.02361316,0.01634369,0.0236225,-0.72,-9.82,Gradual_trust
82.29,0.97,72.52,0.26,0.5391995,0.1005232,0.2365012,0.1209702,0.03484747,0.02875732,0.03990868,-0.71,-9.77,Gradual_trust
82.29,0.97,81.88,0.28,0.8127795,0.009918894,0.09345128,0.2091698,0.03582099,0.03276344,0.03876567,-0.69,-0.41,Gradual_distrust
