Base_HR,Base_EDA,HR,EDA,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,EDA_difference,HR_difference,Trust_level
97.26,0.13,91.62,0.19,0.7237657,0.03711181,0.05334843,0.07378758,0.01546409,0.01892076,0.1099051,0.06,-5.64,Gradual_distrust
97.26,0.13,91.68,0.19,0.7345535,0.03611588,0.04944086,0.08282203,0.01273457,0.02510114,0.1219925,0.06,-5.58,Gradual_distrust
97.26,0.13,91.67,0.18,0.7620124,0.03763973,0.04418464,0.07040681,0.01658977,0.02073784,0.1013218,0.05,-5.59,Gradual_distrust
97.26,0.13,91.68,0.18,0.7481372,0.03801268,0.06272008,0.0600909,0.01538141,0.01815115,0.1025769,0.05,-5.58,Gradual_distrust
97.26,0.13,91.68,0.18,0.734262,0.03838564,0.08125553,0.04977498,0.01417304,0.01556445,0.103832,0.05,-5.58,Gradual_distrust
97.26,0.13,91.7,0.19,0.7170231,0.03667636,0.1024085,0.0450491,0.0122224,0.02584451,0.1306537,0.06,-5.56,Gradual_distrust
97.26,0.13,91.68,0.19,0.6997843,0.03496708,0.1235614,0.04032322,0.01027176,0.03612455,0.1574754,0.06,-5.58,Gradual_distrust
97.26,0.13,91.75,0.19,0.6719852,0.03163145,0.1295348,0.04042156,0.007710416,0.03901488,0.2074068,0.06,-5.51,Gradual_distrust
97.26,0.13,91.8,0.19,0.6749104,0.03443803,0.1221602,0.03425817,0.01118672,0.03278374,0.1755761,0.06,-5.46,Gradual_distrust
97.26,0.13,91.85,0.19,0.6778355,0.0372446,0.1147857,0.02809479,0.01466301,0.0265526,0.1437454,0.06,-5.41,Gradual_distrust
97.26,0.13,91.82,0.19,0.6915014,0.03863444,0.09442986,0.0504797,0.01377865,0.02461627,0.1669439,0.06,-5.44,Gradual_distrust
97.26,0.13,91.77,0.19,0.6830359,0.03903189,0.09684067,0.04359751,0.01573058,0.02112195,0.1444369,0.06,-5.49,Gradual_distrust
97.26,0.13,91.77,0.19,0.6745705,0.03942933,0.09925148,0.03671532,0.01768251,0.01762763,0.1219298,0.06,-5.49,Gradual_distrust
77.25,1.25,70.88,0.57,0.33256,0.003419088,0.5413217,0.000503368,0.1057396,0.000860351,0.008410345,-0.68,-6.37,Gradual_trust
77.25,1.25,70.88,0.57,0.360608,0.005658486,0.4937697,0.01862186,0.1112633,0.007941506,0.01474548,-0.68,-6.37,Gradual_trust
77.25,1.25,70.87,0.56,0.388656,0.007897886,0.4462176,0.03674037,0.1167871,0.01502267,0.02108062,-0.69,-6.38,Gradual_trust
77.25,1.25,70.8,0.53,0.416704,0.01013729,0.3986655,0.05485889,0.1223109,0.02210384,0.02741576,-0.72,-6.45,Gradual_trust
77.25,1.25,70.82,0.55,0.4447519,0.01237668,0.3511136,0.07297738,0.1278346,0.02918499,0.03375089,-0.7,-6.43,Gradual_trust
77.25,1.25,70.85,0.56,0.4727433,0.01668841,0.3281585,0.0743039,0.1224709,0.02807203,0.03056243,-0.69,-6.4,Gradual_trust
77.25,1.25,70.87,0.55,0.5007346,0.02100014,0.3052035,0.07563042,0.1171071,0.02695907,0.02737398,-0.7,-6.38,Gradual_trust
77.25,1.25,70.83,0.56,0.5287259,0.02531186,0.2822485,0.07695694,0.1117434,0.02584611,0.02418553,-0.69,-6.42,Gradual_trust
77.25,1.25,70.93,0.57,0.6172988,0.04210962,0.2225637,0.07089769,0.09928079,0.02938576,0.02007591,-0.68,-6.32,Gradual_trust
77.25,1.25,71.02,0.58,0.6602995,0.05107763,0.1962767,0.06518414,0.09408325,0.0351436,0.01822916,-0.67,-6.23,Gradual_trust
77.25,1.25,71.08,0.58,0.6708871,0.05511823,0.1857849,0.06174191,0.09223417,0.03532897,0.01728715,-0.67,-6.17,Gradual_trust
77.25,1.25,71.15,0.63,0.6814748,0.05915883,0.175293,0.05829968,0.09038509,0.03551435,0.01634514,-0.62,-6.1,Gradual_trust
77.25,1.25,71.23,0.63,0.6925308,0.06428498,0.1605019,0.05213555,0.08721216,0.03470075,0.01467855,-0.62,-6.02,Gradual_trust
77.25,1.25,71.32,0.66,0.6936389,0.06960459,0.153563,0.04951323,0.08498158,0.03485458,0.01430521,-0.59,-5.93,Gradual_trust
77.25,1.25,71.45,0.65,0.694747,0.07492422,0.1466242,0.0468909,0.08275099,0.03500841,0.01393186,-0.6,-5.8,Gradual_trust
77.25,1.25,71.58,0.63,0.6964075,0.07908937,0.1446021,0.04800761,0.0796707,0.03400296,0.01693254,-0.62,-5.67,Gradual_trust
77.25,1.25,71.67,0.64,0.6979001,0.0812561,0.1423438,0.04974233,0.07625237,0.03367807,0.02407804,-0.61,-5.58,Gradual_trust
77.25,1.25,71.78,0.63,0.7101541,0.07662512,0.121984,0.08045606,0.09474047,0.05290334,0.029823,-0.62,-5.47,Gradual_trust
77.25,1.25,71.98,0.62,0.7107739,0.07336581,0.1159292,0.08002061,0.1101048,0.05408382,0.03021794,-0.63,-5.27,Gradual_trust
77.25,1.25,72.07,0.62,0.7113937,0.0701065,0.1098745,0.07958516,0.1254692,0.05526431,0.03061288,-0.63,-5.18,Gradual_trust
77.25,1.25,72.17,0.63,0.7375134,0.06434165,0.1093421,0.06629799,0.1073821,0.04778606,0.02779922,-0.62,-5.08,Gradual_trust
77.25,1.25,72.25,0.62,0.7564151,0.05648294,0.111121,0.05351076,0.09736136,0.04038567,0.02352,-0.63,-5,Gradual_trust
77.25,1.25,72.32,0.63,0.7696601,0.05113048,0.1098663,0.04610639,0.09102125,0.03669319,0.02126445,-0.62,-4.93,Gradual_trust
77.25,1.25,72.4,0.59,0.7787696,0.0464924,0.1118607,0.04064116,0.08486521,0.03303697,0.01938272,-0.66,-4.85,Gradual_trust
77.25,1.25,72.47,0.61,0.7853155,0.04507622,0.1118377,0.03837391,0.08077971,0.03066703,0.0180014,-0.64,-4.78,Gradual_trust
77.25,1.25,72.53,0.62,0.7918614,0.04366004,0.1118146,0.03610665,0.07669421,0.02829709,0.01662009,-0.63,-4.72,Gradual_trust
77.25,1.25,72.6,0.64,0.7618901,0.04935002,0.1627822,0.03474161,0.06662468,0.02362818,0.01504163,-0.61,-4.65,Gradual_trust
77.25,1.25,72.7,0.64,0.7242103,0.0498323,0.2167226,0.03371676,0.06304426,0.02135833,0.01476959,-0.61,-4.55,Gradual_trust
77.25,1.25,72.83,0.63,0.6679748,0.05042223,0.2954467,0.03908044,0.05706568,0.01906085,0.01425049,-0.62,-4.42,Gradual_trust
77.25,1.25,73.02,0.63,0.6452217,0.04963994,0.317163,0.04285533,0.05492354,0.01851305,0.01422946,-0.62,-4.23,Gradual_trust
77.25,1.25,73.2,0.63,0.6224687,0.04885764,0.3388793,0.04663021,0.05278141,0.01796525,0.01420843,-0.62,-4.05,Gradual_trust
77.25,1.25,73.42,0.63,0.5795237,0.04635243,0.3925754,0.05057848,0.05038406,0.01749006,0.01459648,-0.62,-3.83,Gradual_trust
77.25,1.25,73.63,0.63,0.5386912,0.04161351,0.4474276,0.0529241,0.05137462,0.01720529,0.01512328,-0.62,-3.62,Gradual_trust
77.25,1.25,73.9,0.63,0.5175738,0.03896103,0.476097,0.05215821,0.05529473,0.01666828,0.0151739,-0.62,-3.35,Gradual_trust
77.25,1.25,74.18,0.62,0.5025109,0.03603818,0.4961433,0.049461,0.06205199,0.01589544,0.01463558,-0.63,-3.07,Gradual_trust
77.25,1.25,74.48,0.62,0.4917575,0.03378984,0.5073575,0.04620812,0.0695107,0.01537265,0.01399812,-0.63,-2.77,Gradual_trust
77.25,1.25,74.73,0.63,0.4883296,0.032742,0.5099013,0.04455331,0.07341103,0.01507784,0.01364299,-0.62,-2.52,Gradual_trust
77.25,1.25,74.98,0.63,0.4874431,0.02971376,0.5080673,0.03965166,0.08791239,0.01374038,0.01225399,-0.62,-2.27,Gradual_trust
77.25,1.25,75.15,0.62,0.4923509,0.02752999,0.5022922,0.03565717,0.1027242,0.01242611,0.01103538,-0.63,-2.1,Gradual_trust
77.25,1.25,75.33,0.62,0.497626,0.02532382,0.5000009,0.0319858,0.1230296,0.01101903,0.009741036,-0.63,-1.92,Gradual_trust
77.25,1.25,80.42,0.98,0.5063239,0.02370426,0.4954583,0.02890026,0.1458565,0.009688139,0.008560671,-0.27,3.17,Gradual_trust
77.25,1.25,80.65,0.96,0.5178241,0.02265993,0.4875232,0.02621129,0.1663996,0.008549307,0.007546581,-0.29,3.4,Gradual_trust
77.25,1.25,80.88,0.99,0.5304195,0.02237716,0.4783795,0.02392888,0.1852158,0.007582857,0.006702855,-0.26,3.63,Gradual_trust
77.25,1.25,81.05,1.02,0.5517266,0.02298565,0.4616913,0.02114425,0.2106946,0.006267888,0.005575499,-0.23,3.8,Gradual_trust
77.25,1.25,81.22,1.01,0.5636424,0.02418412,0.4504819,0.02000751,0.225144,0.00564327,0.005072688,-0.24,3.97,Gradual_trust
77.25,1.25,81.42,1,0.5751907,0.02526749,0.4399268,0.01949553,0.2374947,0.005178658,0.004670125,-0.25,4.17,Gradual_trust
77.25,1.25,81.58,1,0.5752725,0.02557435,0.4385675,0.01979158,0.2394789,0.005143335,0.004941694,-0.25,4.33,Gradual_trust
77.25,1.25,81.85,0.99,0.5541583,0.03000649,0.4563852,0.01923856,0.2489432,0.005308593,0.005410154,-0.26,4.6,Gradual_trust
77.25,1.25,82.08,1.07,0.5505911,0.03213184,0.4555219,0.01892497,0.2525591,0.005448377,0.00566755,-0.18,4.83,Gradual_trust
77.25,1.25,82.03,1.08,0.5667819,0.03572469,0.4163976,0.01885667,0.2557222,0.00510147,0.005787813,-0.17,4.78,Gradual_trust
77.25,1.25,82,1.11,0.5829726,0.03931755,0.3772733,0.01878836,0.2588853,0.004754564,0.005908077,-0.14,4.75,Gradual_trust
77.25,1.25,81.97,1.03,0.5989958,0.0423644,0.3446296,0.01905233,0.25761,0.004535186,0.005860582,-0.22,4.72,Gradual_trust
77.25,1.25,81.95,1.06,0.6279826,0.04719058,0.2985699,0.01914308,0.2463054,0.004510591,0.005751166,-0.19,4.7,Gradual_trust
77.25,1.25,81.98,1.03,0.6496546,0.05042596,0.2726018,0.01988698,0.2340867,0.004772791,0.005754379,-0.22,4.73,Gradual_trust
77.25,1.25,81.98,1.61,0.6609253,0.05208851,0.2609989,0.02021304,0.2276254,0.004971562,0.005784055,0.36,4.73,Gradual_trust
77.25,1.25,82,1.1,0.6891822,0.05550355,0.2329422,0.02145795,0.2114557,0.005608514,0.005947419,-0.15,4.75,Gradual_trust
77.25,1.25,82.02,1.09,0.7106304,0.0569557,0.2126793,0.02216549,0.1988588,0.006137378,0.006017178,-0.16,4.77,Gradual_trust
77.25,1.25,81.98,1.15,0.7402303,0.05693532,0.1861743,0.02305812,0.1830067,0.00735187,0.006228684,-0.1,4.73,Gradual_trust
77.25,1.25,81.9,1.23,0.7592062,0.05696496,0.1720732,0.02351408,0.1718261,0.008356266,0.006351522,-0.02,4.65,Gradual_trust
77.25,1.25,81.85,1.23,0.7755402,0.05682084,0.1598695,0.02360834,0.1614106,0.009123051,0.006340225,-0.02,4.6,Gradual_trust
77.25,1.25,81.8,1.27,0.7830155,0.05659629,0.1548519,0.02358737,0.1559576,0.009464636,0.006329135,0.02,4.55,Gradual_trust
77.25,1.25,81.7,1.32,0.7984941,0.05643236,0.1470049,0.02390691,0.1416856,0.01083986,0.00640237,0.07,4.45,Gradual_trust
77.25,1.25,81.63,1.39,0.8126269,0.05598749,0.1409163,0.02374337,0.1260456,0.01247565,0.006616565,0.14,4.38,Gradual_trust
77.25,1.25,81.57,1.3,0.8176923,0.05429164,0.1413739,0.02370062,0.1168415,0.01295724,0.006622551,0.05,4.32,Gradual_trust
77.25,1.25,81.4,1.39,0.8193693,0.05344414,0.1420703,0.02349405,0.1126283,0.0131506,0.006629299,0.14,4.15,Gradual_trust
77.25,1.25,81.25,1.58,0.8192207,0.0513719,0.1506954,0.02272347,0.1055573,0.01307264,0.006495867,0.33,4,Gradual_trust
77.25,1.25,81.17,1.59,0.8160757,0.04982659,0.1618181,0.02252048,0.09919658,0.01305699,0.006337621,0.34,3.92,Gradual_trust
77.25,1.25,81.05,1.61,0.8061098,0.04720075,0.1745731,0.02125581,0.09024058,0.01295743,0.006151015,0.36,3.8,Gradual_trust
77.25,1.25,80.92,1.65,0.7987518,0.04647608,0.178613,0.02032052,0.08710995,0.01270392,0.005988223,0.4,3.67,Gradual_trust
77.25,1.25,80.72,1.66,0.7955937,0.04615551,0.1797602,0.01983433,0.08606206,0.01252894,0.005888371,0.41,3.47,Gradual_trust
77.25,1.25,80.8,1.64,0.7881635,0.04500179,0.1853376,0.01896214,0.08525038,0.01233013,0.005541041,0.39,3.55,Gradual_trust
77.25,1.25,80.93,1.91,0.7812572,0.04383983,0.1919616,0.01806271,0.08504898,0.01199189,0.005173917,0.66,3.68,Gradual_trust
77.25,1.25,81.07,2.01,0.7726737,0.04270196,0.2013763,0.0171055,0.08506473,0.01139502,0.004788482,0.76,3.82,Gradual_trust
77.25,1.25,81.17,2.19,0.7559307,0.04009233,0.2175507,0.01504279,0.0840259,0.01005031,0.004091251,0.94,3.92,Gradual_trust
77.25,1.25,81.32,2.28,0.7424455,0.03832348,0.2332366,0.01401563,0.08153711,0.009249602,0.003733673,1.03,4.07,Gradual_trust
77.25,1.25,81.53,2.2,0.7324028,0.03727862,0.2444666,0.01354061,0.07805162,0.008693903,0.003428034,0.95,4.28,Gradual_trust
77.25,1.25,81.8,2.4,0.7253767,0.03758936,0.2522999,0.01316774,0.07416018,0.008336119,0.003220985,1.15,4.55,Gradual_trust
77.25,1.25,82.15,2.25,0.7234733,0.0379892,0.2540655,0.01310597,0.07268549,0.008159929,0.003126312,1,4.9,Gradual_trust
77.25,1.25,82.52,2.11,0.7168435,0.04216322,0.2597753,0.01298392,0.06956927,0.007697388,0.002948604,0.86,5.27,Gradual_trust
77.25,1.25,82.97,1.98,0.7040743,0.05087013,0.2722961,0.0131899,0.06688631,0.006987593,0.002755704,0.73,5.72,Gradual_trust
77.25,1.25,86,3.96,0.6791533,0.07025148,0.2993643,0.01316519,0.06518441,0.005906947,0.002559085,2.71,8.75,Gradual_trust
77.25,1.25,85.78,3.63,0.6633372,0.08258625,0.3180899,0.01314028,0.06365193,0.005440816,0.002455439,2.38,8.53,Gradual_trust
77.25,1.25,85.62,3.41,0.6475211,0.09492104,0.3368155,0.01311536,0.06211944,0.004974683,0.002351793,2.16,8.37,Gradual_trust
77.25,1.25,85.42,3.61,0.6242458,0.121254,0.3625086,0.0134136,0.05921188,0.004190685,0.00216797,2.36,8.17,Gradual_trust
77.25,1.25,85.27,3.75,0.616892,0.1385107,0.3697861,0.0133214,0.05703422,0.003723598,0.002066713,2.5,8.02,Gradual_trust
77.25,1.25,85.1,3.69,0.6095382,0.1557674,0.3770636,0.0132292,0.05485656,0.003256511,0.001965456,2.44,7.85,Gradual_trust
77.25,1.25,84.92,3.9,0.6041641,0.1663954,0.3847251,0.01323196,0.0539045,0.002883623,0.001862832,2.65,7.67,Gradual_trust
77.25,1.25,84.88,3.81,0.6008245,0.171216,0.3898204,0.01333166,0.05356691,0.002700586,0.001811594,2.56,7.63,Gradual_trust
77.25,1.25,84.75,3.63,0.5830159,0.1797543,0.4151185,0.01351196,0.0533304,0.002186413,0.001658169,2.38,7.5,Gradual_trust
77.25,1.25,84.58,3.54,0.5682421,0.1817108,0.437025,0.01365068,0.05317713,0.001866859,0.001552707,2.29,7.33,Gradual_trust
77.25,1.25,84.33,3.45,0.5607505,0.1821695,0.448138,0.01364419,0.05314869,0.001740259,0.001513366,2.2,7.08,Gradual_trust
77.25,1.25,83.83,3.4,0.5355137,0.1772836,0.4876591,0.0143554,0.05257491,0.001308184,0.00139107,2.15,6.58,Gradual_trust
77.25,1.25,83.35,3.69,0.5222191,0.1701153,0.5087099,0.01509301,0.05191724,0.001104518,0.001344613,2.44,6.1,Gradual_trust
77.25,1.25,82.78,3.7,0.5171641,0.1661654,0.5167701,0.01556062,0.0515786,0.001016788,0.001326954,2.45,5.53,Gradual_trust
77.25,1.25,82.22,3.55,0.510172,0.1556813,0.5271884,0.01735143,0.05055552,0.000862726,0.001304665,2.3,4.97,Gradual_trust
77.25,1.25,81.62,3.55,0.5036051,0.1389195,0.5383909,0.02057724,0.04880072,0.000676951,0.001275882,2.3,4.37,Gradual_trust
77.25,1.25,81.05,3.46,0.5022774,0.1338891,0.5406166,0.02179838,0.04818863,0.000627916,0.001271305,2.21,3.8,Gradual_trust
77.25,1.25,80.47,3.48,0.5009381,0.1161547,0.5435973,0.02632971,0.04587568,0.000474233,0.001266221,2.23,3.22,Gradual_trust
77.25,1.25,79.85,3.5,0.5014433,0.1069072,0.5430015,0.02947942,0.04439755,0.000404278,0.001277807,2.25,2.6,Gradual_trust
77.25,1.25,79.27,3.54,0.5015364,0.102905,0.5430644,0.03095716,0.04372244,0.000374846,0.001282483,2.29,2.02,Gradual_trust
77.25,1.25,78.97,3.46,0.4973695,0.09454031,0.5491382,0.03444893,0.04240774,0.000317979,0.00129472,2.21,1.72,Gradual_trust
77.25,1.25,78.78,3.63,0.4891675,0.08736248,0.5633793,0.03734808,0.04155015,0.000273621,0.001298222,2.38,1.53,Gradual_trust
77.25,1.25,78.58,3.67,0.4820068,0.08046334,0.576305,0.04152837,0.04078291,0.000235405,0.001252018,2.42,1.33,Gradual_trust
77.25,1.25,78.58,3.6,0.4741972,0.07205072,0.5907936,0.04735957,0.04004143,0.000195178,0.001156555,2.35,1.33,Gradual_trust
77.25,1.25,78.6,3.76,0.4686581,0.0610717,0.5989384,0.05369903,0.03876356,0.000158409,0.001111077,2.51,1.35,Gradual_trust
77.25,1.25,78.55,3.58,0.4635764,0.05463861,0.6081213,0.05666427,0.03835353,0.000138153,0.001038089,2.33,1.3,Gradual_trust
77.25,1.25,78.53,3.56,0.4613776,0.05161041,0.6119255,0.05766938,0.03814356,0.000130526,0.001050486,2.31,1.28,Gradual_trust
77.25,1.25,78.52,3.96,0.4547584,0.04359546,0.6271779,0.05745877,0.0380121,0.000114227,0.001080129,2.71,1.27,Gradual_trust
77.25,1.25,78.5,4.3,0.4528734,0.0412856,0.6323658,0.05743818,0.03807692,0.000109746,0.001089256,3.05,1.25,Gradual_trust
77.25,1.25,78.35,4.21,0.4489669,0.03605665,0.6473379,0.05784909,0.03826737,0.000097307,0.001116703,2.96,1.1,Gradual_trust
77.25,1.25,78.22,3.99,0.4461831,0.03109919,0.6692802,0.0589646,0.03857577,0.00008411,0.001158265,2.74,0.97,Gradual_trust
77.25,1.25,78.07,3.85,0.4454177,0.02958293,0.6759213,0.05950714,0.03862811,0.00008011,0.001170764,2.6,0.82,Gradual_trust
77.25,1.25,77.9,3.9,0.4435461,0.02545149,0.6924919,0.06226523,0.03858869,0.000070069,0.001127027,2.65,0.65,Gradual_trust
77.25,1.25,77.67,3.82,0.4426376,0.02294016,0.7017436,0.06406644,0.03769261,0.000064633,0.001055433,2.57,0.42,Gradual_trust
77.25,1.25,77.42,3.75,0.4422407,0.02177626,0.7057114,0.06468481,0.03726595,0.000062271,0.001016822,2.5,0.17,Gradual_trust
77.25,1.25,77.15,3.75,0.4416692,0.01808567,0.7177325,0.06755272,0.03398748,0.000055401,0.000856762,2.5,-0.1,Gradual_trust
77.25,1.25,76.83,3.71,0.4423661,0.01619481,0.7262897,0.06830961,0.03284261,0.000053049,0.000761723,2.46,-0.42,Gradual_trust
77.25,1.25,76.48,3.72,0.442991,0.01538776,0.7310981,0.06795864,0.03244306,0.000051963,0.000717925,2.47,-0.77,Gradual_trust
77.25,1.25,76.1,3.71,0.447538,0.01338638,0.7483106,0.06386044,0.03265724,0.000049031,0.000592756,2.46,-1.15,Gradual_trust
77.25,1.25,75.67,3.65,0.4497277,0.01216827,0.7598517,0.06142309,0.03175542,0.000047346,0.000516258,2.4,-1.58,Gradual_trust
77.25,1.25,74.22,3.5,0.5177103,0.336478,0.2163849,0.05269977,0.03024229,0.08866195,0.06852423,2.25,-3.03,Gradual_distrust
77.25,1.25,74.3,3.51,0.5208194,0.2838406,0.2391244,0.05175128,0.04500891,0.07521601,0.05789847,2.26,-2.95,Gradual_distrust
77.25,1.25,74.4,3.55,0.5239285,0.2312033,0.2618639,0.05080279,0.0597755,0.0617701,0.04727271,2.3,-2.85,Gradual_distrust
77.25,1.25,74.53,3.66,0.4115673,0.1264639,0.4930744,0.02728952,0.03847972,0.07323948,0.05647022,2.41,-2.72,Gradual_distrust
77.25,1.25,74.63,3.65,0.3972607,0.1068857,0.5263125,0.02420117,0.04241506,0.07387751,0.0507477,2.4,-2.62,Gradual_distrust
77.25,1.25,74.72,3.48,0.4103325,0.09408861,0.5190211,0.02272944,0.04570883,0.06485565,0.0447472,2.23,-2.53,Gradual_distrust
77.25,1.25,74.8,3.56,0.4234043,0.08129155,0.5117297,0.02125772,0.0490026,0.05583381,0.03874672,2.31,-2.45,Gradual_distrust
77.25,1.25,74.87,3.5,0.452916,0.06908756,0.4860826,0.01968149,0.05050529,0.05697664,0.03282167,2.25,-2.38,Gradual_distrust
77.25,1.25,74.98,3.48,0.4824277,0.05688357,0.4604355,0.01810526,0.05200797,0.05811946,0.02689661,2.23,-2.27,Gradual_distrust
77.25,1.25,75.12,3.47,0.5048352,0.04960722,0.439252,0.01749757,0.05288159,0.05647188,0.02321486,2.22,-2.13,Gradual_distrust
77.25,1.25,75.25,3.46,0.5279801,0.04510693,0.415915,0.01720051,0.05370611,0.05559042,0.02022882,2.21,-2,Gradual_distrust
77.25,1.25,75.33,3.44,0.5499968,0.04285073,0.3928648,0.01707823,0.0540999,0.05446194,0.01818506,2.19,-1.92,Gradual_distrust
77.25,1.25,75.4,3.43,0.5834373,0.0423872,0.35493,0.01793009,0.0543403,0.0535877,0.01637502,2.18,-1.85,Gradual_distrust
77.25,1.25,75.62,3.42,0.5959951,0.04228358,0.3412739,0.01831187,0.05494381,0.05221275,0.01581081,2.17,-1.63,Gradual_distrust
77.25,1.25,75.75,3.41,0.6085529,0.04217995,0.3276177,0.01869365,0.05554733,0.05083781,0.01524659,2.16,-1.5,Gradual_distrust
77.25,1.25,75.83,3.41,0.6468571,0.04211919,0.2890027,0.01983836,0.05818142,0.04557728,0.01421061,2.16,-1.42,Gradual_distrust
77.25,1.25,75.9,3.41,0.6643674,0.04116123,0.2735254,0.0201046,0.06089942,0.04259046,0.01410654,2.16,-1.35,Gradual_distrust
77.25,1.25,75.88,3.39,0.6763636,0.03981411,0.2648195,0.02066431,0.06117108,0.03950467,0.01426912,2.14,-1.37,Gradual_distrust
77.25,1.25,75.87,3.38,0.6849815,0.03930544,0.2576975,0.02135322,0.05967213,0.03717505,0.01476667,2.13,-1.38,Gradual_distrust
77.25,1.25,75.87,3.39,0.6882143,0.03872892,0.2542834,0.02221346,0.05859184,0.03582009,0.01515391,2.14,-1.38,Gradual_distrust
77.25,1.25,75.87,3.41,0.6904222,0.03872105,0.2509989,0.02417087,0.05631592,0.03433775,0.01613023,2.16,-1.38,Gradual_distrust
77.25,1.25,75.87,3.41,0.6926269,0.03884281,0.2489157,0.02588107,0.05367178,0.03330113,0.01724585,2.16,-1.38,Gradual_distrust
77.25,1.25,75.67,3.39,0.6845493,0.04008615,0.2592249,0.02680723,0.04894063,0.03110959,0.01808223,2.14,-1.58,Gradual_distrust
77.25,1.25,75.47,3.37,0.6751909,0.03958756,0.2714351,0.02699255,0.04648544,0.02989423,0.01852819,2.12,-1.78,Gradual_distrust
77.25,1.25,75.28,3.36,0.661514,0.03822534,0.2878107,0.0272875,0.04581964,0.02873657,0.01886781,2.11,-1.97,Gradual_distrust
77.25,1.25,75.05,3.34,0.6518901,0.0367063,0.2989847,0.02729033,0.04749022,0.0280775,0.01893759,2.09,-2.2,Gradual_distrust
77.25,1.25,74.8,3.33,0.6422662,0.03518726,0.3101587,0.02729317,0.04916079,0.02741843,0.01900737,2.08,-2.45,Gradual_distrust
77.25,1.25,74.53,3.32,0.6298943,0.0327095,0.3237489,0.02804738,0.05218915,0.02625697,0.01891089,2.07,-2.72,Gradual_distrust
77.25,1.25,74.27,3.23,0.5755216,0.02837504,0.3741632,0.02895384,0.05452523,0.02277518,0.01813358,1.98,-2.98,Gradual_distrust
77.25,1.25,73.95,3.29,0.5617833,0.0274096,0.3876498,0.02868384,0.05468477,0.02213728,0.0179838,2.04,-3.3,Gradual_distrust
77.25,1.25,73.65,3.49,0.521288,0.02501067,0.4300309,0.02693078,0.052494,0.02011562,0.01742928,2.24,-3.6,Gradual_distrust
77.25,1.25,73.35,3.54,0.4967815,0.02320966,0.4583553,0.0250481,0.04955372,0.01833712,0.01689618,2.29,-3.9,Gradual_distrust
77.25,1.25,73.15,3.51,0.472275,0.02140866,0.4866797,0.0231654,0.04661343,0.01655861,0.01636307,2.26,-4.1,Gradual_distrust
77.25,1.25,72.93,3.54,0.4482021,0.01957289,0.5156274,0.02111164,0.04331316,0.01476211,0.01589465,2.29,-4.32,Gradual_distrust
77.25,1.25,72.75,3.63,0.4259919,0.01775018,0.5444992,0.01903475,0.03970642,0.01300959,0.01543701,2.38,-4.5,Gradual_distrust
77.25,1.25,72.65,3.58,0.4049354,0.0153871,0.5804614,0.01610207,0.03454546,0.01062553,0.01467036,2.33,-4.6,Gradual_distrust
77.25,1.25,72.48,3.59,0.3971674,0.01403228,0.597524,0.01467759,0.03154057,0.009429668,0.01438277,2.34,-4.77,Gradual_distrust
77.25,1.25,72.32,3.5,0.4005962,0.0209086,0.5968977,0.01486261,0.0284986,0.008756957,0.01420498,2.25,-4.93,Gradual_distrust
77.25,1.25,72.13,3.45,0.404025,0.02778492,0.5962715,0.01504763,0.02545663,0.008084246,0.01402719,2.2,-5.12,Gradual_distrust
77.25,1.25,71.95,3.51,0.400316,0.03073642,0.6047294,0.01551398,0.02173516,0.007614189,0.01522902,2.26,-5.3,Gradual_distrust
77.25,1.25,72.62,3.27,0.3978664,0.03052733,0.6077669,0.01492829,0.02057035,0.007852331,0.01526595,2.02,-4.63,Gradual_distrust
77.25,1.25,72.5,3.28,0.3946912,0.03291005,0.6119447,0.01424555,0.01885603,0.009627542,0.01513666,2.03,-4.75,Gradual_distrust
77.25,1.25,72.42,3.19,0.4681948,0.04440166,0.4899606,0.007770519,0.01296081,0.004421799,0.009309129,1.94,-4.83,Gradual_distrust
77.25,1.25,72.3,3.05,0.4819778,0.04452266,0.4690773,0.0115126,0.01215947,0.006657821,0.01180698,1.8,-4.95,Gradual_distrust
77.25,1.25,72.03,3.05,0.4957608,0.04464365,0.4481941,0.01525468,0.01135812,0.008893844,0.01430484,1.8,-5.22,Gradual_distrust
77.25,1.25,71.78,3.19,0.5341809,0.04647484,0.3903447,0.02381987,0.01139675,0.01314496,0.01774324,1.94,-5.47,Gradual_distrust
77.25,1.25,71.5,3.25,0.5605913,0.04563992,0.3569761,0.02650575,0.01505216,0.01400115,0.01775103,2,-5.75,Gradual_distrust
77.25,1.25,71.18,3.24,0.5870018,0.04480499,0.3236074,0.02919162,0.01870756,0.01485733,0.01775883,1.99,-6.07,Gradual_distrust
77.25,1.25,70.85,3.26,0.612538,0.04374577,0.2967261,0.03200251,0.02534021,0.01497548,0.01697181,2.01,-6.4,Gradual_distrust
77.25,1.25,70.53,3.24,0.6405208,0.04253689,0.2715285,0.03404975,0.03475538,0.01445128,0.01582485,1.99,-6.72,Gradual_distrust
77.25,1.25,70.23,3.17,0.6678672,0.04134782,0.2479883,0.03574439,0.04232559,0.01342197,0.01446482,1.92,-7.02,Gradual_distrust
77.25,1.25,69.95,3.18,0.7043803,0.03963977,0.2183443,0.03687125,0.04746418,0.01168526,0.01227804,1.93,-7.3,Gradual_distrust
